1964,252128.0,0.643,galvanized,10464.0
1989,147394.0,0.486,galvanized,13237.0
1958,46526.0,0.721,galvanized,12282.0
1931,40430.0,0.927,lead,11258.0
1938,30719.0,0.899,lead,11892.0
1940,43246.0,0.818,lead,11869.0
1951,63720.0,0.755,lead,11936.0
1956,40077.0,0.667,galvanized,12403.0
1957,32200.0,0.713,galvanized,13558.0
1934,23153.0,0.917,lead,12435.0
1979,36341.0,0.555,galvanized,12613.0
1936,30439.0,0.829,lead,12007.0
1932,28521.0,0.923,lead,15226.0
1974,29011.0,0.501,galvanized,11784.0
1946,28356.0,0.845,lead,11950.0
1978,57564.0,0.574,galvanized,10885.0
1959,156998.0,0.63,galvanized,13455.0
1972,108995.0,0.595,galvanized,11964.0
1961,20140.0,0.531,galvanized,14724.0
1942,21780.0,0.791,lead,13292.0
1981,114779.0,0.45,galvanized,13899.0
1946,31458.0,0.759,lead,12428.0
1932,41449.0,0.932,lead,12527.0
1939,34091.0,0.88,lead,12964.0
1979,64115.0,0.512,galvanized,13950.0
1930,17523.0,0.949,lead,10909.0
1982,166662.0,0.546,galvanized,13483.0
1960,23434.0,0.647,galvanized,12913.0
1920,31782.0,0.973,lead,12672.0
1962,40344.0,0.588,galvanized,12860.0
1952,50976.0,0.713,galvanized,13131.0
1941,37414.0,0.865,lead,12878.0
1952,27536.0,0.753,lead,14329.0
1912,41404.0,1.0,lead,13239.0
1954,25724.0,0.691,galvanized,13654.0
1910,45992.0,1.0,lead,13181.0
1981,45004.0,0.478,galvanized,12524.0
1926,42499.0,1.0,lead,12914.0
1986,187449.0,0.5,galvanized,13563.0
1975,167066.0,0.606,galvanized,14676.0
1946,44639.0,0.881,lead,11813.0
1981,92941.0,0.515,galvanized,11805.0
1965,83415.0,0.613,galvanized,11746.0
1977,51558.0,0.502,galvanized,11650.0
1962,178464.0,0.642,galvanized,15123.0
1989,107561.0,0.477,galvanized,11639.0
1954,208690.0,0.685,galvanized,13676.0
1949,174581.0,0.741,galvanized,12910.0
1971,83641.0,0.631,galvanized,12583.0
1945,51931.0,0.824,lead,15257.0
1967,24557.0,0.631,galvanized,13350.0
1976,223832.0,0.49,galvanized,12547.0
1958,214782.0,0.745,galvanized,11978.0
1983,64190.0,0.514,galvanized,14710.0
1965,64205.0,0.57,galvanized,13139.0
1942,40986.0,0.721,galvanized,10851.0
1961,61806.0,0.744,galvanized,11071.0
1937,60823.0,0.765,lead,12347.0
1984,174502.0,0.456,galvanized,12190.0
1952,30280.0,0.756,lead,13138.0
1903,60481.0,1.0,lead,14672.0
1912,24256.0,1.0,lead,10666.0
1943,46481.0,0.82,lead,11618.0
1946,38077.0,0.808,lead,12907.0
1980,30161.0,0.451,galvanized,11258.0
1940,26923.0,0.841,lead,11340.0
1963,57993.0,0.675,galvanized,12631.0
1921,28402.0,0.995,lead,14167.0
1954,19700.0,0.718,galvanized,11978.0
1973,30278.0,0.516,galvanized,11432.0
1978,64052.0,0.485,galvanized,10787.0
1975,136497.0,0.497,galvanized,12696.0
1968,40266.0,0.622,galvanized,12425.0
1936,39553.0,0.936,lead,11257.0
1949,53980.0,0.746,galvanized,13769.0
1983,89602.0,0.455,galvanized,14061.0
1956,52922.0,0.684,galvanized,12949.0
1977,58629.0,0.523,galvanized,10427.0
1955,32756.0,0.779,lead,11157.0
1977,181824.0,0.476,galvanized,14893.0
1959,26566.0,0.644,galvanized,12259.0
1928,31535.0,0.907,lead,13847.0
1982,286432.0,0.46,galvanized,11752.0
1978,50179.0,0.53,galvanized,13066.0
1978,193987.0,0.547,galvanized,12768.0
1968,31830.0,0.597,galvanized,11500.0
1949,45023.0,0.773,lead,13788.0
1947,56918.0,0.791,lead,11766.0
1973,71096.0,0.569,galvanized,14349.0
1946,43897.0,0.844,lead,13465.0
1925,25790.0,1.0,lead,11146.0
1953,160018.0,0.726,galvanized,14653.0
1948,29383.0,0.813,lead,12686.0
1974,77576.0,0.488,galvanized,13542.0
1900,21697.0,1.0,lead,11694.0
1973,141740.0,0.522,galvanized,10979.0
1964,36814.0,0.664,galvanized,13705.0
1930,18720.0,0.929,lead,14755.0
1978,137215.0,0.455,galvanized,14890.0
1909,45379.0,1.0,lead,14434.0
1978,91427.0,0.46,galvanized,11938.0
1972,228835.0,0.5,galvanized,12958.0
1980,80861.0,0.476,galvanized,14161.0
1979,145373.0,0.527,galvanized,13664.0
1989,127025.0,0.473,galvanized,12454.0
1969,121760.0,0.596,galvanized,12977.0
1976,68430.0,0.479,galvanized,12710.0
1966,21660.0,0.588,galvanized,11368.0
1955,82305.0,0.719,galvanized,12484.0
1967,22206.0,0.628,galvanized,13494.0
1944,30462.0,0.765,lead,13681.0
1938,27503.0,0.835,lead,13743.0
1913,19050.0,1.0,lead,14038.0
1936,20874.0,0.843,lead,14850.0
1979,112415.0,0.519,galvanized,12763.0
1931,49001.0,0.916,lead,13175.0
1962,62274.0,0.625,galvanized,11754.0
1927,39591.0,0.953,lead,12570.0
1972,123945.0,0.503,galvanized,13321.0
1916,26393.0,1.0,lead,13208.0
1961,184968.0,0.629,galvanized,11193.0
1980,32115.0,0.545,galvanized,12577.0
1922,19155.0,0.96,lead,12948.0
1927,42819.0,0.926,lead,13735.0
1975,101995.0,0.565,galvanized,12354.0
1975,27950.0,0.453,galvanized,12036.0
1952,43210.0,0.766,lead,14161.0
1982,49824.0,0.524,galvanized,11811.0
1948,26036.0,0.699,galvanized,12116.0
1970,76308.0,0.616,galvanized,13511.0
1971,129642.0,0.571,galvanized,13711.0
1932,63757.0,0.931,lead,12407.0
1948,54072.0,0.844,lead,12909.0
1981,78300.0,0.53,galvanized,13980.0
1942,28649.0,0.908,lead,12400.0
1950,24737.0,0.745,galvanized,12037.0
1924,32684.0,1.0,lead,12081.0
1932,30213.0,0.866,lead,13973.0
1946,21449.0,0.816,lead,10739.0
1949,26229.0,0.804,lead,12735.0
1905,53419.0,1.0,lead,12282.0
1963,105610.0,0.575,galvanized,11658.0
1928,45220.0,1.0,lead,12459.0
1921,37477.0,1.0,lead,11089.0
1980,191596.0,0.521,galvanized,15098.0
1980,174507.0,0.479,galvanized,11945.0
1937,30804.0,0.802,lead,12873.0
1964,68622.0,0.66,galvanized,10546.0
1936,59539.0,0.963,lead,15484.0
1955,60030.0,0.712,galvanized,10948.0
1950,29163.0,0.826,lead,11601.0
1955,34573.0,0.678,galvanized,14912.0
1988,98013.0,0.47,galvanized,12502.0
1939,20806.0,0.819,lead,12675.0
1959,75610.0,0.626,galvanized,10746.0
1936,55064.0,0.952,lead,12125.0
1985,55698.0,0.451,galvanized,11256.0
1905,41599.0,1.0,lead,13693.0
1919,44423.0,0.998,lead,13015.0
1951,56216.0,0.727,galvanized,9672.0
1942,28051.0,0.865,lead,11538.0
1980,57326.0,0.541,galvanized,12003.0
1908,30344.0,1.0,lead,9558.0
1954,59732.0,0.705,galvanized,12184.0
1984,296944.0,0.483,galvanized,12768.0
1911,25221.0,1.0,lead,11840.0
1954,20331.0,0.641,galvanized,12031.0
1944,73696.0,0.785,lead,14520.0
1974,102092.0,0.546,galvanized,13563.0
1983,146085.0,0.459,galvanized,13463.0
1912,27264.0,1.0,lead,11382.0
1953,24778.0,0.678,galvanized,15102.0
1980,29812.0,0.512,galvanized,13413.0
1943,37912.0,0.766,lead,14883.0
1958,33983.0,0.692,galvanized,13142.0
1966,181950.0,0.605,galvanized,13668.0
1971,37121.0,0.46,galvanized,11705.0
1970,113903.0,0.563,galvanized,13418.0
1951,36063.0,0.797,lead,14338.0
1959,48290.0,0.681,galvanized,11916.0
1971,57009.0,0.556,galvanized,11067.0
1900,32025.0,1.0,lead,12450.0
1981,68303.0,0.559,galvanized,14829.0
1973,56349.0,0.59,galvanized,12951.0
1954,35433.0,0.698,galvanized,13182.0
1961,149571.0,0.599,galvanized,12870.0
1930,32061.0,0.896,lead,14469.0
1975,105612.0,0.481,galvanized,13221.0
1971,33044.0,0.635,galvanized,12645.0
1960,34044.0,0.781,lead,13374.0
1926,44116.0,0.981,lead,11536.0
1932,47462.0,0.901,lead,13680.0
1912,39081.0,1.0,lead,11761.0
1955,26028.0,0.67,galvanized,13292.0
1982,155079.0,0.473,galvanized,14503.0
1949,25379.0,0.797,lead,13619.0
1950,27427.0,0.756,lead,13503.0
1976,59753.0,0.507,galvanized,12712.0
1952,25284.0,0.714,galvanized,12397.0
1976,85462.0,0.497,galvanized,12603.0
1900,58514.0,1.0,lead,11907.0
1975,32808.0,0.532,galvanized,12765.0
1931,17325.0,0.928,lead,13577.0
1944,34289.0,0.751,lead,13242.0
1945,45505.0,0.752,lead,12391.0
1918,25128.0,1.0,lead,15437.0
1965,38123.0,0.697,galvanized,12248.0
1938,68515.0,0.834,lead,13058.0
1935,83111.0,0.787,lead,14281.0
1966,72668.0,0.655,galvanized,11145.0
1935,58623.0,0.813,lead,10923.0
1960,28461.0,0.68,galvanized,13655.0
1970,79734.0,0.498,galvanized,12086.0
1928,20437.0,0.925,lead,13000.0
1958,85026.0,0.691,galvanized,9868.0
1962,172535.0,0.704,galvanized,11697.0
1987,77797.0,0.464,galvanized,14146.0
1978,95299.0,0.497,galvanized,11614.0
1978,219156.0,0.538,galvanized,14469.0
1969,27858.0,0.595,galvanized,12192.0
1957,28907.0,0.615,galvanized,12553.0
1972,20456.0,0.558,galvanized,13428.0
1937,33708.0,0.91,lead,12745.0
1964,23717.0,0.605,galvanized,12622.0
1967,87045.0,0.635,galvanized,14473.0
1981,119007.0,0.5,galvanized,12242.0
1927,62782.0,0.885,lead,13282.0
1974,18381.0,0.556,galvanized,12743.0
1973,70303.0,0.542,galvanized,12586.0
1953,28593.0,0.655,galvanized,13164.0
1951,38024.0,0.764,lead,14099.0
1929,50298.0,0.932,lead,12565.0
1951,33760.0,0.777,lead,12613.0
1962,129805.0,0.616,galvanized,10264.0
1981,51738.0,0.471,galvanized,12779.0
1974,59683.0,0.509,galvanized,11669.0
1920,37921.0,1.0,lead,11939.0
1964,27621.0,0.61,galvanized,9000.0
1987,25598.0,0.511,galvanized,12046.0
1974,77085.0,0.5,galvanized,11760.0
1948,29554.0,0.664,galvanized,12569.0
1962,206201.0,0.656,galvanized,12967.0
1970,197729.0,0.524,galvanized,12330.0
1974,135786.0,0.553,galvanized,13231.0
1956,30949.0,0.675,galvanized,14392.0
1948,41036.0,0.778,lead,12935.0
1964,75709.0,0.572,galvanized,12128.0
1929,25139.0,0.943,lead,11755.0
1969,59983.0,0.588,galvanized,10324.0
1906,31521.0,1.0,lead,11922.0
1969,54832.0,0.547,galvanized,11470.0
1969,221193.0,0.542,galvanized,11249.0
1952,116670.0,0.8,lead,13605.0
1962,139544.0,0.6,galvanized,11833.0
1982,91237.0,0.475,galvanized,12565.0
1961,62321.0,0.636,galvanized,11623.0
1966,201591.0,0.669,galvanized,12875.0
1924,28526.0,1.0,lead,11038.0
1922,32962.0,1.0,lead,12317.0
1934,33114.0,0.933,lead,13443.0
1972,69893.0,0.508,galvanized,11643.0
1962,29628.0,0.533,galvanized,13420.0
1947,28256.0,0.86,lead,13572.0
1957,34368.0,0.644,galvanized,11241.0
1974,27828.0,0.546,galvanized,11128.0
1926,21184.0,0.828,lead,14622.0
1974,212647.0,0.551,galvanized,13120.0
1986,78306.0,0.453,galvanized,11912.0
1919,20586.0,1.0,lead,12231.0
1966,171538.0,0.519,galvanized,12434.0
1916,39551.0,0.976,lead,12000.0
1965,65913.0,0.624,galvanized,12310.0
1942,17900.0,0.879,lead,12860.0
1962,47387.0,0.634,galvanized,12183.0
1935,55159.0,0.831,lead,12097.0
1932,37291.0,0.894,lead,12002.0
1928,21521.0,0.885,lead,14110.0
1958,20067.0,0.673,galvanized,11976.0
1963,49641.0,0.715,galvanized,14820.0
1965,219635.0,0.612,galvanized,14053.0
1975,157547.0,0.556,galvanized,15603.0
1976,194426.0,0.516,galvanized,12275.0
1932,31072.0,0.975,lead,12060.0
1971,24589.0,0.633,galvanized,11596.0
1981,177605.0,0.484,galvanized,14387.0
1952,50290.0,0.738,galvanized,10824.0
1909,42301.0,1.0,lead,12232.0
1972,158664.0,0.51,galvanized,13458.0
1940,30447.0,0.818,lead,11746.0
1959,28194.0,0.654,galvanized,14387.0
1973,75164.0,0.537,galvanized,12269.0
1946,26204.0,0.764,lead,11752.0
1960,58606.0,0.592,galvanized,11997.0
1941,25529.0,0.821,lead,11399.0
1900,26241.0,1.0,lead,14315.0
1981,122132.0,0.479,galvanized,13375.0
1964,266665.0,0.556,galvanized,13158.0
1976,135381.0,0.462,galvanized,13691.0
1979,30349.0,0.515,galvanized,12523.0
1952,71964.0,0.751,lead,11109.0
1925,46058.0,0.949,lead,10261.0
1937,32341.0,0.898,lead,14240.0
1939,124817.0,0.914,lead,13458.0
1940,51863.0,0.81,lead,12863.0
1946,55043.0,0.803,lead,13655.0
1923,20631.0,0.997,lead,12639.0
1900,33848.0,1.0,lead,14244.0
1956,80889.0,0.647,galvanized,14902.0
1918,25970.0,1.0,lead,12390.0
1953,55101.0,0.702,galvanized,10495.0
1975,26444.0,0.545,galvanized,12233.0
1979,71239.0,0.476,galvanized,11553.0
1977,66523.0,0.497,galvanized,12682.0
1928,20350.0,0.854,lead,13132.0
1966,38574.0,0.585,galvanized,14135.0
1963,59141.0,0.61,galvanized,13090.0
1976,73676.0,0.498,galvanized,12725.0
1970,134022.0,0.542,galvanized,13776.0
1933,28487.0,0.94,lead,10958.0
1963,220689.0,0.66,galvanized,13751.0
1951,167793.0,0.757,lead,12494.0
1921,22444.0,0.976,lead,11698.0
1954,22025.0,0.686,galvanized,13243.0
1975,84685.0,0.49,galvanized,14491.0
1960,62109.0,0.651,galvanized,12400.0
1959,34936.0,0.701,galvanized,11352.0
1919,27777.0,1.0,lead,13769.0
1953,58439.0,0.739,galvanized,12692.0
1960,54016.0,0.623,galvanized,10414.0
1949,21339.0,0.79,lead,13472.0
1964,104950.0,0.56,galvanized,13782.0
1923,20528.0,0.979,lead,13560.0
1939,27449.0,0.868,lead,11119.0
1965,50698.0,0.544,galvanized,11031.0
1946,27672.0,0.733,galvanized,11662.0
1974,195327.0,0.526,galvanized,13312.0
1972,28221.0,0.584,galvanized,13384.0
1981,18714.0,0.537,galvanized,13807.0
1965,36066.0,0.479,galvanized,12447.0
1949,35157.0,0.784,lead,11703.0
1978,105113.0,0.5,galvanized,12192.0
1951,59702.0,0.767,lead,11801.0
1916,23852.0,0.997,lead,12560.0
1915,22973.0,1.0,lead,13075.0
1986,205580.0,0.491,galvanized,11465.0
1962,62445.0,0.62,galvanized,12256.0
1976,22721.0,0.451,galvanized,12319.0
1965,39973.0,0.595,galvanized,13848.0
1900,20099.0,1.0,lead,14374.0
1952,21137.0,0.709,galvanized,11326.0
1959,29127.0,0.637,galvanized,12587.0
1945,38091.0,0.852,lead,12057.0
1970,156985.0,0.524,galvanized,11705.0
1921,43931.0,1.0,lead,12967.0
1978,156891.0,0.535,galvanized,14396.0
1966,86549.0,0.628,galvanized,11469.0
1900,41158.0,1.0,lead,12440.0
1926,39451.0,0.986,lead,12491.0
1934,35045.0,0.87,lead,12696.0
1969,62040.0,0.575,galvanized,12306.0
1961,33359.0,0.627,galvanized,9000.0
1980,106158.0,0.484,galvanized,10621.0
